cycle,cycle_dt_us,work_dt_us,q_ideal_deg,q_send_deg,q_meas_deg,error_deg,gap_deg,drift_deg
73,999.7,323.1,90.4550,90.4612,89.9969,0.4580,0.4643,0.0063
74,987.5,470.3,90.4612,90.4675,89.9969,0.4643,0.4706,0.0063
75,1020.8,318.2,90.4675,90.4738,89.9969,0.4705,0.4768,0.0063
76,1045.1,382.7,90.4737,90.4800,89.9969,0.4768,0.4831,0.0063
77,950.1,319.6,90.4800,90.4863,89.9969,0.4831,0.4893,0.0063
78,999.8,346.3,90.4863,90.4925,89.9969,0.4893,0.4956,0.0063
79,1003.8,388.0,90.4925,90.4988,89.9969,0.4956,0.5018,0.0063
80,994.9,303.4,90.4988,90.5050,89.9969,0.5018,0.5081,0.0063
81,998.5,320.0,90.5050,90.5113,89.9969,0.5081,0.5143,0.0063
82,1001.8,297.5,90.5113,90.5175,89.9969,0.5143,0.5206,0.0063
83,1005.8,362.9,90.5175,90.5238,89.9969,0.5206,0.5268,0.0063
84,1001.9,340.8,90.5238,90.5300,89.9969,0.5268,0.5331,0.0063
85,1000.7,339.6,90.5300,90.5363,89.9969,0.5331,0.5393,0.0063
86,999.4,351.5,90.5363,90.5425,89.9969,0.5393,0.5456,0.0063
87,1000.5,332.3,90.5425,90.5488,89.9969,0.5455,0.5518,0.0063
88,1001.4,357.3,90.5487,90.5550,89.9969,0.5518,0.5581,0.0063
89,998.7,381.5,90.5550,90.5613,89.9969,0.5580,0.5643,0.0063
90,1001.0,388.1,90.5612,90.5675,89.9969,0.5643,0.5705,0.0063
91,1000.1,382.6,90.5675,90.5737,89.9969,0.5705,0.5768,0.0063
92,1000.7,378.1,90.5737,90.5800,89.9969,0.5768,0.5830,0.0063
93,1012.4,345.2,90.5800,90.5862,89.9969,0.5830,0.5893,0.0063
94,989.8,363.8,90.5862,90.5925,89.9969,0.5892,0.5955,0.0063
95,999.0,339.5,90.5924,90.5987,89.9969,0.5955,0.6017,0.0063
96,1002.9,367.8,90.5987,90.6049,89.9969,0.6017,0.6080,0.0063
97,999.3,352.9,90.6049,90.6112,89.9969,0.6080,0.6142,0.0063
98,999.0,350.3,90.6111,90.6174,89.9969,0.6142,0.6205,0.0063
99,1001.2,341.6,90.6174,90.6236,89.9969,0.6204,0.6267,0.0063
100,994.5,344.8,90.6236,90.6299,89.9969,0.6267,0.6329,0.0063
101,1000.2,348.7,90.6298,90.6361,89.9969,0.6329,0.6392,0.0063
102,999.5,346.9,90.6361,90.6423,89.9969,0.6391,0.6454,0.0063
103,1002.6,406.4,90.6423,90.6486,89.9969,0.6454,0.6516,0.0063
104,1003.9,342.8,90.6485,90.6548,89.9992,0.6493,0.6556,0.0063
105,993.9,333.6,90.6548,90.6610,90.0124,0.6424,0.6487,0.0063
106,999.6,393.5,90.6610,90.6673,90.0365,0.6245,0.6308,0.0063
107,1000.9,372.1,90.6672,90.6735,90.0711,0.5961,0.6024,0.0063
108,997.6,367.8,90.6735,90.6797,90.1183,0.5551,0.5614,0.0063
109,1002.3,741.0,90.6797,90.6859,90.1613,0.5183,0.5246,0.0063
110,1021.0,381.4,90.6859,90.6922,90.1975,0.4884,0.4946,0.0063
111,981.9,382.1,90.6921,90.6984,90.2269,0.4652,0.4715,0.0063
112,996.3,679.3,90.6983,90.7046,90.2521,0.4463,0.4525,0.0063
113,1009.8,395.2,90.7046,90.7108,90.2771,0.4275,0.4337,0.0063
114,999.2,411.3,90.7108,90.7170,90.2997,0.4111,0.4173,0.0063
115,1000.0,872.7,90.7170,90.7233,90.3225,0.3945,0.4008,0.0063
116,990.8,385.6,90.7232,90.7295,90.3470,0.3762,0.3825,0.0062
117,1009.5,379.3,90.7294,90.7357,90.3693,0.3602,0.3664,0.0062
118,993.5,715.0,90.7357,90.7419,90.3910,0.3447,0.3509,0.0062
119,997.9,363.5,90.7419,90.7481,90.4117,0.3302,0.3364,0.0062
120,1005.3,371.8,90.7481,90.7543,90.4332,0.3149,0.3212,0.0062
121,996.5,679.0,90.7543,90.7605,90.4522,0.3021,0.3083,0.0062
122,998.9,378.6,90.7605,90.7667,90.4706,0.2899,0.2961,0.0062
123,1000.9,394.4,90.7667,90.7730,90.4884,0.2783,0.2846,0.0062
124,998.2,687.5,90.7729,90.7792,90.5051,0.2679,0.2741,0.0062
125,1019.7,310.2,90.7791,90.7854,90.5222,0.2570,0.2632,0.0062
126,982.5,354.2,90.7853,90.7916,90.5369,0.2484,0.2547,0.0062
127,996.7,638.1,90.7915,90.7978,90.5509,0.2406,0.2469,0.0062
128,1000.2,338.7,90.7977,90.8040,90.5656,0.2322,0.2384,0.0062
129,998.8,357.8,90.8039,90.8102,90.5788,0.2251,0.2314,0.0062
130,1010.8,346.4,90.8101,90.8164,90.5919,0.2182,0.2244,0.0062
131,999.0,411.3,90.8163,90.8226,90.6050,0.2113,0.2176,0.0062
132,1001.7,458.3,90.8225,90.8288,90.6190,0.2036,0.2098,0.0062
133,998.7,743.0,90.8287,90.8350,90.6319,0.1968,0.2031,0.0062
134,996.5,381.6,90.8349,90.8412,90.6446,0.1903,0.1965,0.0062
135,1004.1,437.6,90.8411,90.8474,90.6570,0.1841,0.1903,0.0062
136,997.6,754.9,90.8473,90.8535,90.6688,0.1785,0.1847,0.0062
137,996.7,363.3,90.8535,90.8597,90.6813,0.1722,0.1785,0.0062
138,1004.2,436.3,90.8597,90.8659,90.6927,0.1670,0.1732,0.0062
139,1001.0,749.7,90.8659,90.8721,90.7040,0.1619,0.1681,0.0062
140,990.1,408.9,90.8721,90.8783,90.7161,0.1559,0.1621,0.0062
141,1414.5,387.9,90.8782,90.8845,90.7273,0.1510,0.1572,0.0062
142,601.4,402.8,90.8844,90.8907,90.7382,0.1462,0.1524,0.0062
143,994.0,1007.0,90.8906,90.8968,90.7489,0.1418,0.1480,0.0062
144,1015.3,676.4,90.8968,90.9030,90.7592,0.1376,0.1438,0.0062
145,1403.0,452.6,90.9030,90.9092,90.7698,0.1332,0.1394,0.0062
146,578.1,403.8,90.9092,90.9154,90.7791,0.1300,0.1363,0.0062
147,993.6,400.8,90.9153,90.9216,90.7877,0.1276,0.1338,0.0062
148,1000.6,392.1,90.9215,90.9277,90.7960,0.1256,0.1318,0.0062
149,1000.7,373.3,90.9277,90.9339,90.8043,0.1233,0.1296,0.0062
150,997.7,361.0,90.9339,90.9401,90.8118,0.1221,0.1283,0.0062
151,1000.1,342.1,90.9400,90.9463,90.8193,0.1208,0.1270,0.0062
152,1001.4,325.5,90.9462,90.9524,90.8275,0.1187,0.1250,0.0062
153,1000.2,380.9,90.9524,90.9586,90.8350,0.1173,0.1236,0.0062
154,999.7,364.9,90.9585,90.9648,90.8425,0.1160,0.1223,0.0062
155,998.6,360.4,90.9647,90.9709,90.8500,0.1147,0.1210,0.0062
156,1001.2,366.3,90.9709,90.9771,90.8580,0.1128,0.1190,0.0062
157,1000.6,329.3,90.9770,90.9832,90.8657,0.1114,0.1176,0.0062
158,999.9,447.7,90.9832,90.9894,90.8731,0.1101,0.1163,0.0062
159,1004.6,372.2,90.9893,90.9956,90.8804,0.1089,0.1151,0.0062
160,997.3,334.0,90.9955,91.0017,90.8883,0.1072,0.1134,0.0062
161,1002.8,403.8,91.0017,91.0079,90.8956,0.1060,0.1122,0.0062
162,1138.2,677.5,91.0078,91.0140,90.9031,0.1047,0.1109,0.0062
163,871.0,355.2,91.0140,91.0202,90.9107,0.1033,0.1095,0.0062
164,988.3,359.1,91.0201,91.0263,90.9186,0.1015,0.1077,0.0062
165,969.6,369.7,91.0263,91.0325,90.9186,0.1077,0.1139,0.0062
166,1002.1,338.2,91.0324,91.0386,90.9257,0.1067,0.1129,0.0062
167,997.1,352.1,91.0386,91.0448,90.9395,0.0990,0.1053,0.0062
168,1029.7,357.0,91.0447,91.0509,90.9465,0.0982,0.1044,0.0062
169,999.7,343.9,91.0508,91.0571,90.9544,0.0964,0.1027,0.0062
170,999.1,310.1,91.0570,91.0632,90.9617,0.0953,0.1015,0.0062
171,999.9,353.6,91.0631,91.0693,90.9691,0.0941,0.1003,0.0062
172,1000.5,328.3,91.0693,91.0755,90.9770,0.0923,0.0985,0.0062
173,1002.3,346.3,91.0754,91.0816,90.9842,0.0912,0.0974,0.0062
174,998.1,330.2,91.0815,91.0877,90.9916,0.0900,0.0962,0.0062
175,1001.7,313.4,91.0877,91.0939,90.9989,0.0888,0.0950,0.0062
176,1001.2,384.3,91.0938,91.1000,91.0067,0.0871,0.0933,0.0062
177,957.3,308.6,91.0999,91.1061,91.0067,0.0933,0.0995,0.0062
178,1032.2,329.2,91.1061,91.1123,91.0210,0.0851,0.0913,0.0062
179,1015.0,334.0,91.1122,91.1184,91.0281,0.0841,0.0903,0.0062
180,994.9,326.6,91.1183,91.1245,91.0357,0.0826,0.0888,0.0062
181,998.1,367.7,91.1244,91.1306,91.0427,0.0817,0.0879,0.0062
182,976.3,345.5,91.1305,91.1367,91.0494,0.0811,0.0873,0.0062
183,1017.4,344.3,91.1367,91.1429,91.0559,0.0808,0.0870,0.0062
184,997.6,360.3,91.1428,91.1490,91.0626,0.0801,0.0863,0.0062
185,1000.6,643.5,91.1489,91.1551,91.0689,0.0800,0.0862,0.0062
186,999.5,339.0,91.1550,91.1612,91.0689,0.0862,0.0924,0.0062
187,999.5,339.4,91.1611,91.1673,91.0812,0.0799,0.0861,0.0062
188,1000.3,340.6,91.1672,91.1734,91.0874,0.0798,0.0860,0.0062
189,999.2,690.2,91.1733,91.1795,91.0874,0.0860,0.0921,0.0062
190,1000.2,371.9,91.1794,91.1856,91.0998,0.0797,0.0859,0.0062
191,1004.9,341.6,91.1855,91.1917,91.0998,0.0858,0.0920,0.0062
192,1007.4,691.4,91.1916,91.1978,91.1117,0.0799,0.0861,0.0062
193,996.5,371.4,91.1977,91.2039,91.1185,0.0792,0.0854,0.0062
194,1006.3,366.8,91.2038,91.2100,91.1248,0.0791,0.0853,0.0062
195,995.6,664.5,91.2099,91.2161,91.1309,0.0791,0.0852,0.0062
196,997.5,349.3,91.2160,91.2222,91.1371,0.0789,0.0851,0.0062
197,1001.3,334.5,91.2221,91.2283,91.1437,0.0784,0.0846,0.0062
198,1000.0,682.5,91.2282,91.2344,91.1499,0.0783,0.0845,0.0062
199,998.8,354.9,91.2343,91.2405,91.1561,0.0782,0.0844,0.0062
200,997.9,332.5,91.2404,91.2466,91.1623,0.0781,0.0843,0.0062
201,998.6,363.0,91.2465,91.2527,91.1686,0.0779,0.0841,0.0062
202,999.0,308.5,91.2526,91.2587,91.1686,0.0840,0.0901,0.0062
203,1000.2,353.4,91.2586,91.2648,91.1814,0.0773,0.0835,0.0062
204,1007.0,360.6,91.2647,91.2709,91.1874,0.0773,0.0835,0.0062
205,1024.2,351.1,91.2708,91.2770,91.1933,0.0775,0.0837,0.0062
206,970.7,345.4,91.2769,91.2831,91.1995,0.0774,0.0836,0.0062
207,1001.4,330.5,91.2829,91.2891,91.2055,0.0775,0.0837,0.0062
208,994.7,318.1,91.2890,91.2952,91.2115,0.0775,0.0837,0.0062
209,1002.5,345.2,91.2951,91.3013,91.2177,0.0774,0.0836,0.0062
210,995.1,324.6,91.3012,91.3073,91.2177,0.0834,0.0896,0.0062
211,999.6,357.0,91.3072,91.3134,91.2310,0.0762,0.0824,0.0062
212,1002.7,377.4,91.3133,91.3195,91.2375,0.0758,0.0820,0.0062
213,1000.0,602.1,91.3193,91.3255,91.2445,0.0748,0.0810,0.0062
214,1007.7,386.2,91.3254,91.3316,91.2511,0.0743,0.0805,0.0062
215,991.9,362.0,91.3315,91.3376,91.2576,0.0738,0.0800,0.0062
216,1000.6,330.6,91.3375,91.3437,91.2640,0.0735,0.0796,0.0062
217,1005.7,323.9,91.3436,91.3497,91.2710,0.0726,0.0788,0.0062
218,1007.5,371.3,91.3496,91.3558,91.2772,0.0724,0.0785,0.0062
219,998.3,363.4,91.3557,91.3618,91.2833,0.0723,0.0785,0.0062
220,995.7,338.1,91.3617,91.3679,91.2895,0.0722,0.0784,0.0062
221,992.3,354.9,91.3678,91.3739,91.2962,0.0716,0.0778,0.0062
222,999.2,346.8,91.3738,91.3800,91.3022,0.0716,0.0778,0.0062
223,999.8,347.2,91.3798,91.3860,91.3082,0.0716,0.0778,0.0062
224,1002.5,313.9,91.3859,91.3920,91.3082,0.0777,0.0838,0.0062
225,1001.0,303.1,91.3919,91.3981,91.3202,0.0717,0.0778,0.0062
226,995.4,320.0,91.3979,91.4041,91.3202,0.0777,0.0839,0.0062
227,999.6,314.1,91.4040,91.4101,91.3316,0.0724,0.0785,0.0062
228,1005.5,339.4,91.4100,91.4161,91.3374,0.0726,0.0788,0.0062
229,997.2,334.6,91.4160,91.4222,91.3437,0.0723,0.0784,0.0062
230,1002.8,321.6,91.4220,91.4282,91.3496,0.0725,0.0786,0.0062
231,1009.1,391.8,91.4281,91.4342,91.3554,0.0727,0.0788,0.0062
232,996.4,761.0,91.4341,91.4402,91.3611,0.0730,0.0791,0.0062
233,1027.1,673.9,91.4401,91.4463,91.3673,0.0728,0.0790,0.0061
234,975.2,378.1,91.4461,91.4523,91.3732,0.0730,0.0791,0.0061
235,998.3,356.6,91.4521,91.4583,91.3791,0.0730,0.0792,0.0061
236,1002.5,395.1,91.4581,91.4643,91.3851,0.0730,0.0792,0.0061
237,1001.3,392.3,91.4641,91.4703,91.3916,0.0726,0.0787,0.0061
238,998.7,750.9,91.4702,91.4763,91.3975,0.0726,0.0788,0.0061
239,995.9,753.6,91.4762,91.4823,91.4030,0.0731,0.0793,0.0061
240,997.8,396.5,91.4822,91.4883,91.4030,0.0791,0.0853,0.0061
241,1004.5,438.8,91.4882,91.4943,91.4145,0.0736,0.0798,0.0061
242,1000.6,406.1,91.4942,91.5003,91.4145,0.0796,0.0858,0.0061
243,999.1,431.3,91.5001,91.5063,91.4270,0.0731,0.0793,0.0061
244,999.9,420.1,91.5061,91.5123,91.4328,0.0733,0.0795,0.0061
245,1000.0,382.3,91.5121,91.5183,91.4388,0.0733,0.0794,0.0061
246,1000.2,399.0,91.5181,91.5242,91.4441,0.0740,0.0801,0.0061
247,1034.2,428.6,91.5241,91.5302,91.4494,0.0747,0.0808,0.0061
248,966.5,396.6,91.5301,91.5362,91.4546,0.0755,0.0816,0.0061
249,999.1,397.2,91.5361,91.5422,91.4604,0.0757,0.0818,0.0061
250,1010.2,399.6,91.5420,91.5482,91.4659,0.0761,0.0822,0.0061
251,1085.6,623.3,91.5480,91.5541,91.4715,0.0765,0.0826,0.0061
252,904.1,384.0,91.5540,91.5601,91.4771,0.0769,0.0830,0.0061
253,1008.7,396.6,91.5599,91.5661,91.4831,0.0768,0.0830,0.0061
254,990.7,682.8,91.5659,91.5720,91.4887,0.0773,0.0834,0.0061
255,1000.8,442.1,91.5719,91.5780,91.4942,0.0777,0.0838,0.0061
256,1003.8,366.7,91.5778,91.5840,91.4999,0.0779,0.0841,0.0061
257,995.7,341.0,91.5838,91.5899,91.4999,0.0839,0.0900,0.0061
258,998.5,375.6,91.5898,91.5959,91.5062,0.0835,0.0897,0.0061
259,1002.0,348.1,91.5957,91.6018,91.5123,0.0835,0.0896,0.0061
260,1001.2,716.7,91.6017,91.6078,91.5184,0.0833,0.0894,0.0061
261,997.2,380.5,91.6076,91.6137,91.5246,0.0830,0.0891,0.0061
262,999.9,352.8,91.6136,91.6197,91.5316,0.0820,0.0881,0.0061
263,1002.3,701.2,91.6195,91.6256,91.5380,0.0815,0.0876,0.0061
264,997.0,349.5,91.6254,91.6316,91.5446,0.0809,0.0870,0.0061
265,1002.2,403.4,91.6314,91.6375,91.5517,0.0797,0.0858,0.0061
266,999.6,380.9,91.6373,91.6434,91.5581,0.0792,0.0853,0.0061
267,1001.2,409.5,91.6433,91.6494,91.5644,0.0788,0.0849,0.0061
268,999.1,344.3,91.6492,91.6553,91.5706,0.0786,0.0847,0.0061
269,1000.0,360.3,91.6551,91.6612,91.5770,0.0781,0.0842,0.0061
270,999.8,333.9,91.6610,91.6671,91.5830,0.0781,0.0842,0.0061
271,999.9,342.8,91.6670,91.6731,91.5890,0.0780,0.0841,0.0061
272,1000.4,360.8,91.6729,91.6790,91.5949,0.0779,0.0840,0.0061
273,997.3,417.4,91.6788,91.6849,91.6016,0.0772,0.0833,0.0061
274,1009.4,713.7,91.6847,91.6908,91.6079,0.0769,0.0830,0.0061
275,1000.1,385.5,91.6906,91.6967,91.6140,0.0766,0.0827,0.0061
276,996.7,373.2,91.6965,91.7026,91.6140,0.0825,0.0886,0.0061
277,997.4,399.5,91.7025,91.7086,91.6267,0.0757,0.0818,0.0061
278,1015.4,425.3,91.7084,91.7145,91.6330,0.0754,0.0815,0.0061
279,993.4,391.1,91.7143,91.7204,91.6394,0.0748,0.0809,0.0061
280,989.0,343.7,91.7202,91.7263,91.6462,0.0740,0.0801,0.0061
281,999.7,379.5,91.7261,91.7321,91.6534,0.0727,0.0788,0.0061
282,1003.8,363.1,91.7320,91.7380,91.6600,0.0719,0.0780,0.0061
283,996.3,368.2,91.7378,91.7439,91.6665,0.0713,0.0774,0.0061
284,999.7,350.8,91.7437,91.7498,91.6728,0.0709,0.0770,0.0061
285,1001.8,377.2,91.7496,91.7557,91.6796,0.0700,0.0761,0.0061
286,1000.4,382.5,91.7555,91.7616,91.6796,0.0759,0.0820,0.0061
287,1002.3,443.3,91.7614,91.7675,91.6919,0.0695,0.0755,0.0061
288,997.8,422.4,91.7673,91.7733,91.6979,0.0694,0.0755,0.0061
289,1000.1,730.2,91.7731,91.7792,91.6979,0.0753,0.0814,0.0061
290,999.6,416.3,91.7790,91.7851,91.7093,0.0697,0.0758,0.0061
291,1000.2,449.8,91.7849,91.7910,91.7146,0.0703,0.0764,0.0061
292,1020.8,726.8,91.7907,91.7968,91.7198,0.0709,0.0770,0.0061
293,987.0,434.2,91.7966,91.8027,91.7252,0.0714,0.0775,0.0061
294,991.5,407.3,91.8025,91.8085,91.7310,0.0714,0.0775,0.0061
295,999.3,738.1,91.8083,91.8144,91.7310,0.0773,0.0833,0.0061
296,999.1,396.4,91.8142,91.8202,91.7366,0.0776,0.0837,0.0061
297,1002.4,465.9,91.8200,91.8261,91.7478,0.0722,0.0783,0.0061
298,999.8,393.1,91.8259,91.8319,91.7531,0.0728,0.0788,0.0061
299,998.2,399.3,91.8317,91.8378,91.7584,0.0734,0.0794,0.0061
300,1002.6,398.3,91.8376,91.8436,91.7638,0.0738,0.0798,0.0061
301,997.2,396.6,91.8434,91.8495,91.7638,0.0796,0.0857,0.0061
302,1000.1,362.9,91.8492,91.8553,91.7753,0.0739,0.0800,0.0061
303,1001.4,370.0,91.8551,91.8611,91.7808,0.0743,0.0803,0.0061
304,999.2,387.8,91.8609,91.8670,91.7862,0.0747,0.0808,0.0061
305,999.5,376.4,91.8667,91.8728,91.7915,0.0752,0.0812,0.0061
306,1001.3,364.2,91.8726,91.8786,91.7973,0.0752,0.0813,0.0061
307,999.9,385.6,91.8784,91.8844,91.8028,0.0756,0.0817,0.0061
308,1002.4,366.1,91.8842,91.8903,91.8085,0.0757,0.0818,0.0061
309,997.9,359.9,91.8900,91.8961,91.8141,0.0759,0.0820,0.0060
310,998.1,352.6,91.8958,91.9019,91.8202,0.0757,0.0817,0.0060
311,1005.5,406.3,91.9017,91.9077,91.8256,0.0760,0.0821,0.0060
312,997.6,348.3,91.9075,91.9135,91.8310,0.0765,0.0826,0.0060
313,997.8,682.5,91.9133,91.9193,91.8364,0.0769,0.0829,0.0060
314,1000.8,411.0,91.9191,91.9251,91.8419,0.0772,0.0833,0.0060
315,1535.4,357.0,91.9249,91.9309,91.8479,0.0770,0.0830,0.0060
316,461.9,355.2,91.9307,91.9367,91.8537,0.0769,0.0830,0.0060
317,1001.2,363.9,91.9365,91.9425,91.8596,0.0769,0.0829,0.0060
318,1000.0,378.3,91.9422,91.9483,91.8658,0.0765,0.0825,0.0060
319,1018.4,680.9,91.9480,91.9541,91.8715,0.0765,0.0826,0.0060
320,980.3,322.8,91.9538,91.9598,91.8715,0.0823,0.0883,0.0060
321,999.9,377.7,91.9596,91.9656,91.8826,0.0770,0.0831,0.0060
322,999.6,350.6,91.9654,91.9714,91.8826,0.0828,0.0888,0.0060
323,999.8,391.0,91.9711,91.9772,91.8948,0.0763,0.0823,0.0060
324,1001.5,393.1,91.9769,91.9829,91.9012,0.0757,0.0817,0.0060
325,999.3,364.3,91.9827,91.9887,91.9012,0.0815,0.0875,0.0060
326,999.7,406.3,91.9885,91.9945,91.9143,0.0742,0.0802,0.0060
327,1000.5,388.9,91.9942,92.0002,91.9143,0.0799,0.0859,0.0060
328,1000.6,374.1,92.0000,92.0060,91.9264,0.0736,0.0796,0.0060
329,1000.4,370.5,92.0057,92.0117,91.9326,0.0732,0.0792,0.0060
330,1030.9,370.7,92.0115,92.0175,91.9388,0.0727,0.0787,0.0060
331,980.6,419.7,92.0172,92.0232,91.9455,0.0717,0.0777,0.0060
332,990.0,398.9,92.0230,92.0290,91.9516,0.0713,0.0774,0.0060
333,1002.4,371.3,92.0287,92.0347,91.9574,0.0713,0.0773,0.0060
334,1058.7,561.6,92.0345,92.0405,91.9634,0.0710,0.0771,0.0060
335,1161.3,578.6,92.0402,92.0462,91.9690,0.0712,0.0772,0.0060
336,792.2,420.8,92.0459,92.0519,91.9745,0.0714,0.0774,0.0060
337,1003.6,403.7,92.0517,92.0577,91.9800,0.0717,0.0777,0.0060
338,975.3,412.6,92.0574,92.0634,91.9854,0.0720,0.0780,0.0060
339,1020.6,716.1,92.0631,92.0691,91.9913,0.0718,0.0778,0.0060
340,985.0,446.2,92.0688,92.0748,91.9965,0.0723,0.0783,0.0060
341,1004.7,389.6,92.0745,92.0805,92.0017,0.0728,0.0788,0.0060
